age_days,species,vbf_length_cm,vbf_weight_g,linf_cm,k_val,t0_val,data_source,source_url,split
36,Penaeus vannamei (VBF Model),13.49,22.1,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
17,Penaeus vannamei (VBF Model),8.32,5.18,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
67,Penaeus vannamei (VBF Model),18.08,53.19,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
35,Penaeus vannamei (VBF Model),13.28,21.06,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
114,Penaeus vannamei (VBF Model),20.79,80.87,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
8,Penaeus vannamei (VBF Model),4.87,1.04,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
44,Penaeus vannamei (VBF Model),15.03,30.58,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
73,Penaeus vannamei (VBF Model),18.63,58.16,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
68,Penaeus vannamei (VBF Model),18.18,54.05,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
84,Penaeus vannamei (VBF Model),19.44,66.09,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
28,Penaeus vannamei (VBF Model),11.61,14.08,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
20,Penaeus vannamei (VBF Model),9.31,7.26,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
96,Penaeus vannamei (VBF Model),20.1,73.1,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
101,Penaeus vannamei (VBF Model),20.32,75.56,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
9,Penaeus vannamei (VBF Model),5.29,1.33,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
14,Penaeus vannamei (VBF Model),7.25,3.43,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
85,Penaeus vannamei (VBF Model),19.5,66.74,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
4,Penaeus vannamei (VBF Model),3.06,0.26,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
18,Penaeus vannamei (VBF Model),8.66,5.84,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
39,Penaeus vannamei (VBF Model),14.11,25.26,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
118,Penaeus vannamei (VBF Model),20.9,82.22,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
7,Penaeus vannamei (VBF Model),4.43,0.78,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
78,Penaeus vannamei (VBF Model),19.02,61.95,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
112,Penaeus vannamei (VBF Model),20.73,80.15,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
95,Penaeus vannamei (VBF Model),20.05,72.58,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
55,Penaeus vannamei (VBF Model),16.71,41.98,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
51,Penaeus vannamei (VBF Model),16.15,37.93,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
81,Penaeus vannamei (VBF Model),19.24,64.08,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
47,Penaeus vannamei (VBF Model),15.54,33.76,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
82,Penaeus vannamei (VBF Model),19.31,64.76,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
62,Penaeus vannamei (VBF Model),17.56,48.72,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
117,Penaeus vannamei (VBF Model),20.88,81.89,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
80,Penaeus vannamei (VBF Model),19.17,63.38,22.0,0.025,-2.0,Von Bertalanffy Function / R FSA Package,https://en.wikipedia.org/wiki/Von_Bertalanffy_function | https://cran.r-project.org/package=FSA,train
