record_id,district,farm_type,species_affected,outbreak_date,mortality_rate_pct,pathogen_type,treatment_applied,status,data_source,source_url
FHR-TN-2026-016,Cuddalore,Brackishwater Shrimp Pond,Penaeus vannamei,2026-005-15,6.9,EHP_Growth_Stunted,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-017,Thanjavur,Freshwater Aquaculture,Lates calcarifer,2026-006-15,17.3,Vibrio_Lesion,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-018,Ramanathapuram,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-001-15,34.4,Gill_Rot,Sanitizer application,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-019,Thoothukudi,Freshwater Aquaculture,Penaeus monodon,2026-002-15,18.0,Healthy,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-020,Nagapattinam,Brackishwater Shrimp Pond,Penaeus vannamei,2026-003-15,30.5,WSSV_Infected,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-021,Cuddalore,Freshwater Aquaculture,Lates calcarifer,2026-004-15,21.4,EHP_Growth_Stunted,Lime treatment (50 kg/ha),Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-022,Thanjavur,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-005-15,14.4,Vibrio_Lesion,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-023,Ramanathapuram,Freshwater Aquaculture,Penaeus monodon,2026-006-15,11.4,Gill_Rot,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-024,Thoothukudi,Brackishwater Shrimp Pond,Penaeus vannamei,2026-001-15,8.7,Healthy,Probiotics + Water Exchange,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-025,Nagapattinam,Freshwater Aquaculture,Lates calcarifer,2026-002-15,27.1,WSSV_Infected,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-026,Cuddalore,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-003-15,14.8,EHP_Growth_Stunted,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-027,Thanjavur,Freshwater Aquaculture,Penaeus monodon,2026-004-15,18.9,Vibrio_Lesion,Feed restriction + Vitamin C,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-028,Ramanathapuram,Brackishwater Shrimp Pond,Penaeus vannamei,2026-005-15,18.2,Gill_Rot,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-029,Thoothukudi,Freshwater Aquaculture,Lates calcarifer,2026-006-15,21.1,Healthy,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-030,Nagapattinam,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-001-15,30.6,WSSV_Infected,Sanitizer application,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-031,Cuddalore,Freshwater Aquaculture,Penaeus monodon,2026-002-15,34.4,EHP_Growth_Stunted,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-032,Thanjavur,Brackishwater Shrimp Pond,Penaeus vannamei,2026-003-15,15.5,Vibrio_Lesion,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-033,Ramanathapuram,Freshwater Aquaculture,Lates calcarifer,2026-004-15,29.3,Gill_Rot,Lime treatment (50 kg/ha),Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-034,Thoothukudi,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-005-15,27.2,Healthy,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-035,Nagapattinam,Freshwater Aquaculture,Penaeus monodon,2026-006-15,20.9,WSSV_Infected,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-036,Cuddalore,Brackishwater Shrimp Pond,Penaeus vannamei,2026-001-15,33.5,EHP_Growth_Stunted,Probiotics + Water Exchange,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-037,Thanjavur,Freshwater Aquaculture,Lates calcarifer,2026-002-15,8.6,Vibrio_Lesion,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-038,Ramanathapuram,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-003-15,5.6,Gill_Rot,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-039,Thoothukudi,Freshwater Aquaculture,Penaeus monodon,2026-004-15,30.2,Healthy,Feed restriction + Vitamin C,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-040,Nagapattinam,Brackishwater Shrimp Pond,Penaeus vannamei,2026-005-15,16.5,WSSV_Infected,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-041,Cuddalore,Freshwater Aquaculture,Lates calcarifer,2026-006-15,29.9,EHP_Growth_Stunted,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-042,Thanjavur,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-001-15,31.5,Vibrio_Lesion,Sanitizer application,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-043,Ramanathapuram,Freshwater Aquaculture,Penaeus monodon,2026-002-15,4.1,Gill_Rot,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-044,Thoothukudi,Brackishwater Shrimp Pond,Penaeus vannamei,2026-003-15,31.2,Healthy,Probiotics + Water Exchange,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-045,Nagapattinam,Freshwater Aquaculture,Lates calcarifer,2026-004-15,16.8,WSSV_Infected,Lime treatment (50 kg/ha),Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-046,Cuddalore,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-005-15,18.8,EHP_Growth_Stunted,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-047,Thanjavur,Freshwater Aquaculture,Penaeus monodon,2026-006-15,22.7,Vibrio_Lesion,Feed restriction + Vitamin C,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-048,Ramanathapuram,Brackishwater Shrimp Pond,Penaeus vannamei,2026-001-15,32.6,Gill_Rot,Probiotics + Water Exchange,Under Monitoring,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-049,Thoothukudi,Freshwater Aquaculture,Lates calcarifer,2026-002-15,2.6,Healthy,Lime treatment (50 kg/ha),Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
FHR-TN-2026-050,Nagapattinam,Brackishwater Shrimp Pond,Oreochromis niloticus,2026-003-15,17.7,WSSV_Infected,Sanitizer application,Resolved,ICAR-CIBA / TN Fisheries Department,https://ciba.res.in | https://www.fisheries.tn.gov.in
