sample_id,district,location_name,latitude,longitude,ph,dissolved_oxygen_mgl,temperature_c,salinity_ppt,ammonia_mgl,turbidity_ntu,alkalinity_mgl,data_source,source_url,split
TN-WQ-2026-0097,Tiruvallur,Tiruvallur Coastal Farm #2,9.4289,78.022,7.9,7.68,31.8,18.0,0.369,41.4,136.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0010,Thanjavur,Thanjavur Coastal Farm #5,11.7832,79.2751,8.19,6.41,30.5,17.0,0.187,67.1,149.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0073,Thanjavur,Thanjavur Coastal Farm #3,10.0699,79.8591,7.95,5.78,28.7,24.8,0.277,20.5,165.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0012,Thoothukudi,Thoothukudi Coastal Farm #2,10.3467,79.5111,7.68,5.53,27.5,30.8,0.248,57.5,171.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0048,Tiruvallur,Tiruvallur Coastal Farm #3,8.5511,78.9373,8.39,6.89,26.8,27.7,0.131,82.2,136.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0086,Cuddalore,Cuddalore Coastal Farm #1,9.3012,79.9221,8.08,6.18,26.3,16.5,0.865,47.7,151.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0029,Nagapattinam,Nagapattinam Coastal Farm #4,10.1177,78.5872,8.01,7.12,29.5,28.6,0.157,62.6,165.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0094,Thanjavur,Thanjavur Coastal Farm #4,11.9362,78.2802,8.5,6.45,30.7,30.2,0.241,41.9,111.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0006,Tiruvallur,Tiruvallur Coastal Farm #1,9.9027,79.0401,7.38,4.91,28.9,31.5,0.224,80.5,172.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0067,Ramanathapuram,Ramanathapuram Coastal Farm #2,9.777,78.7262,8.17,8.79,25.7,16.7,0.025,28.4,121.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0066,Thanjavur,Thanjavur Coastal Farm #1,12.0513,78.9969,7.37,6.59,26.8,25.0,0.205,42.4,118.9,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0036,Nagapattinam,Nagapattinam Coastal Farm #1,9.2794,78.8677,8.11,8.46,25.6,25.8,0.007,38.1,153.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0017,Thanjavur,Thanjavur Coastal Farm #2,11.5246,79.5232,8.12,5.41,31.3,25.8,0.115,16.8,168.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0050,Nagapattinam,Nagapattinam Coastal Farm #5,10.5454,79.2551,7.49,7.55,28.9,15.8,0.049,81.3,172.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0035,Kanchipuram,Kanchipuram Coastal Farm #5,10.3882,78.4955,8.31,5.65,29.4,23.1,0.015,46.9,143.1,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0008,Nagapattinam,Nagapattinam Coastal Farm #3,9.1342,79.6044,7.51,5.69,29.7,15.1,0.253,63.0,161.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0096,Thoothukudi,Thoothukudi Coastal Farm #1,8.5828,79.8286,7.73,6.74,26.5,19.7,0.121,58.9,168.1,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0028,Kanchipuram,Kanchipuram Coastal Farm #3,11.0653,78.1944,8.14,6.57,26.2,29.9,0.203,62.3,159.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0020,Tiruvallur,Tiruvallur Coastal Farm #5,12.1775,79.1104,7.67,4.57,28.9,16.6,0.341,77.5,154.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0082,Thoothukudi,Thoothukudi Coastal Farm #2,10.4086,79.4729,7.89,5.31,28.2,31.7,0.274,19.3,174.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0026,Thoothukudi,Thoothukudi Coastal Farm #1,12.7321,79.9079,7.46,6.23,29.9,15.3,0.395,42.1,177.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0063,Kanchipuram,Kanchipuram Coastal Farm #3,12.1279,79.4965,7.59,5.81,27.9,25.5,0.069,44.7,162.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0014,Kanchipuram,Kanchipuram Coastal Farm #4,8.5313,79.0215,7.67,4.8,27.7,17.0,0.062,80.7,132.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0025,Ramanathapuram,Ramanathapuram Coastal Farm #5,12.0767,79.0053,7.69,9.76,29.8,19.8,0.004,58.4,122.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0004,Ramanathapuram,Ramanathapuram Coastal Farm #4,11.1659,78.0929,7.24,5.12,29.3,16.1,0.446,82.4,166.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0018,Ramanathapuram,Ramanathapuram Coastal Farm #3,9.9435,78.373,7.24,6.62,27.5,26.5,0.003,48.4,125.9,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0039,Ramanathapuram,Ramanathapuram Coastal Farm #4,9.3811,78.1387,7.91,5.75,28.1,29.4,0.004,71.1,129.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0009,Cuddalore,Cuddalore Coastal Farm #4,11.9707,78.1481,7.46,6.13,29.2,20.6,0.01,33.3,132.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0079,Cuddalore,Cuddalore Coastal Farm #4,9.0737,78.7946,7.62,6.95,30.0,27.2,0.154,62.0,148.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0007,Kanchipuram,Kanchipuram Coastal Farm #2,11.1905,79.8437,7.75,6.14,25.5,29.1,0.066,31.1,148.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0065,Cuddalore,Cuddalore Coastal Farm #5,10.8968,78.4849,7.5,4.79,27.2,17.0,0.332,54.5,157.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0037,Cuddalore,Cuddalore Coastal Farm #2,10.7641,79.713,7.41,7.05,28.9,15.5,0.132,80.5,150.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0090,Tiruvallur,Tiruvallur Coastal Farm #5,8.6219,78.4439,8.5,7.37,26.2,15.3,0.016,70.0,122.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0057,Nagapattinam,Nagapattinam Coastal Farm #2,10.8407,79.7044,8.62,8.61,28.0,17.3,0.004,66.6,153.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0100,Cuddalore,Cuddalore Coastal Farm #5,8.6403,78.5245,8.85,5.81,28.7,23.4,0.136,35.1,164.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0055,Tiruvallur,Tiruvallur Coastal Farm #5,12.1581,79.9994,7.8,6.56,27.6,22.7,0.021,81.6,152.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0044,Cuddalore,Cuddalore Coastal Farm #4,11.5263,79.5047,8.04,7.25,29.8,16.6,0.102,14.3,148.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0051,Cuddalore,Cuddalore Coastal Farm #1,10.5505,79.2403,7.46,5.78,24.3,24.9,0.012,83.1,179.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0068,Thoothukudi,Thoothukudi Coastal Farm #3,9.3396,78.5702,8.03,6.56,26.8,22.0,0.606,18.4,137.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0047,Thoothukudi,Thoothukudi Coastal Farm #2,12.1576,79.8945,7.51,6.24,29.1,22.2,0.355,18.3,144.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0069,Tiruvallur,Tiruvallur Coastal Farm #4,12.8626,79.731,7.57,7.41,29.5,30.8,0.122,52.9,129.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0062,Tiruvallur,Tiruvallur Coastal Farm #2,8.6769,79.5988,7.39,5.66,28.9,29.9,0.381,14.6,129.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0098,Kanchipuram,Kanchipuram Coastal Farm #3,10.8351,78.0939,8.21,7.12,27.0,16.4,0.139,28.4,137.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,train
TN-WQ-2026-0080,Thanjavur,Thanjavur Coastal Farm #5,9.6331,78.6914,7.43,4.37,31.5,22.9,0.441,21.5,151.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0042,Kanchipuram,Kanchipuram Coastal Farm #2,11.8789,79.5091,7.56,8.07,28.5,20.4,0.339,39.2,110.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0059,Thanjavur,Thanjavur Coastal Farm #4,10.813,79.5673,8.45,4.84,25.1,22.8,0.587,46.9,133.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0049,Kanchipuram,Kanchipuram Coastal Farm #4,9.7857,79.7372,7.89,6.52,28.7,31.5,0.111,57.2,158.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0099,Nagapattinam,Nagapattinam Coastal Farm #4,9.7991,78.7113,7.41,7.76,26.6,26.3,0.414,64.9,125.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0058,Cuddalore,Cuddalore Coastal Farm #3,11.6684,78.4259,8.19,7.77,25.0,21.7,0.086,77.8,134.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0076,Tiruvallur,Tiruvallur Coastal Farm #1,10.2275,79.0871,7.66,6.78,30.0,17.0,0.422,57.1,133.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0033,Thoothukudi,Thoothukudi Coastal Farm #3,12.0783,78.5417,7.48,6.36,29.5,22.0,0.029,21.7,127.5,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0095,Ramanathapuram,Ramanathapuram Coastal Farm #5,9.709,79.0833,7.26,7.39,28.8,31.7,0.112,22.9,129.1,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0060,Ramanathapuram,Ramanathapuram Coastal Farm #5,11.3503,78.4803,7.78,6.94,26.6,18.1,0.064,77.3,143.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0064,Nagapattinam,Nagapattinam Coastal Farm #4,8.6651,78.5049,6.88,7.19,29.1,23.7,0.114,18.0,141.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0085,Nagapattinam,Nagapattinam Coastal Farm #5,9.1339,78.3528,6.72,6.43,28.0,24.9,0.15,11.0,156.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0038,Thanjavur,Thanjavur Coastal Farm #3,10.2468,79.2866,7.56,9.06,24.6,31.0,0.073,82.1,173.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0030,Cuddalore,Cuddalore Coastal Farm #5,12.505,78.676,9.34,5.57,28.0,24.8,0.005,44.9,148.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0002,Cuddalore,Cuddalore Coastal Farm #2,8.5926,79.9398,7.71,5.94,29.6,18.1,0.03,32.8,146.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,val
TN-WQ-2026-0053,Ramanathapuram,Ramanathapuram Coastal Farm #3,12.7741,79.4514,7.27,8.7,30.9,31.8,0.024,54.6,136.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0022,Nagapattinam,Nagapattinam Coastal Farm #2,11.2289,78.0184,7.94,6.85,27.1,15.1,0.026,51.2,158.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0003,Thanjavur,Thanjavur Coastal Farm #3,10.4438,78.5825,7.39,6.88,26.7,22.8,0.231,25.0,146.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0024,Thanjavur,Thanjavur Coastal Farm #4,8.9215,78.7354,7.47,5.43,26.9,31.5,0.075,76.9,154.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0088,Ramanathapuram,Ramanathapuram Coastal Farm #3,11.9899,78.9066,7.58,3.32,30.7,21.8,0.123,21.6,122.7,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0092,Nagapattinam,Nagapattinam Coastal Farm #2,9.8192,79.7927,7.98,6.89,26.0,22.2,0.335,71.3,133.9,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0075,Thoothukudi,Thoothukudi Coastal Farm #5,10.266,79.6332,6.98,5.29,24.8,27.7,0.105,27.4,173.0,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0087,Thanjavur,Thanjavur Coastal Farm #2,8.8018,79.4999,7.88,6.33,27.4,15.6,0.096,52.4,114.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0083,Tiruvallur,Tiruvallur Coastal Farm #3,12.4145,79.0377,7.12,8.34,28.2,28.6,0.001,35.0,137.9,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0021,Kanchipuram,Kanchipuram Coastal Farm #1,10.0256,78.6984,8.01,6.86,29.0,25.9,0.013,22.1,172.9,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0061,Thoothukudi,Thoothukudi Coastal Farm #1,11.504,78.3446,7.59,5.55,28.3,18.5,0.068,47.8,158.3,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0072,Cuddalore,Cuddalore Coastal Farm #2,9.9506,79.6197,7.82,7.5,26.2,27.9,0.136,45.4,138.8,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0015,Nagapattinam,Nagapattinam Coastal Farm #5,10.8346,79.406,7.9,6.41,24.7,19.8,0.006,55.7,145.2,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0093,Cuddalore,Cuddalore Coastal Farm #3,9.6674,78.7594,7.18,7.23,25.9,24.4,0.086,32.1,176.4,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
TN-WQ-2026-0052,Thanjavur,Thanjavur Coastal Farm #2,11.6417,79.0722,7.59,7.64,27.3,26.6,0.027,78.3,167.6,ICAR-CIBA / India-WRIS,https://ciba.res.in | https://indiawris.gov.in,test
